source,class
tpzsbt.pq+pvmtgt.b_t_flipped.npy,0.0
tzgtmm.zp+gbmqpm.p_zmm.npy,1.0
tzptpt.ps+gtbgzw.w_t_translated.npy,2.0
tttgpt.gt+gggvpt.p_z_rotated.npy,1.0
tttwts.sm+pqtsbz.q_t_flipped.npy,1.0
tbtsgg.wm+pqgbzs.v_t_translated.npy,0.0
tzzqpb.sq+gpbpzw.g_zmm.npy,0.0
tptztq.gz+ggmzgz.t_z_rotated.npy,1.0
tzmqmz.pt+pqbszb.v_zmm.npy,0.0
tzmbms.qs+gtpvms.w_z_flipped.npy,1.0
ttzmtb.wg+gwmvtv.z_zmm.npy,0.0
tbgmmg.vp+pqgvbp.t_zmm.npy,5.0
tttppz.mq+gmgsbm.v_zmm.npy,5.0
ttbptb.tt+psmvgv.t_z_flipped.npy,1.0
ttmtmt.ms+gbbwzv.g_t_flipped.npy,2.0
ttpmbs.zs+gbtzpw.b_t_rotated.npy,0.0
tbtggs.sq+gptgmw.b_z_flipped.npy,2.0
ttgbgb.gz+ggztzw.b_zmm.npy,0.0
tzgmmm.zz+gpgpbg.t_zmm.npy,0.0
tzbszb.wt+gmgsts.b_zmm.npy,5.0
ttpmtg.vb+pqpwtq.g_zmm.npy,5.0
tmgwpp.gb+pspbtm.g_zmm.npy,5.0
tgmmgb.bp+gbbbtv.p_t_rotated.npy,1.0
tztqzt.sv+gpbvbz.v_zmm.npy,5.0
tbgtgt.zt+ggzzzb.q_t_translated.npy,0.0
tbpptq.sw+ggmppb.g_z_flipped.npy,1.0
ttbpgv.vt+gpbqmv.m_z_flipped.npy,1.0
tzzgzb.pq+gtpvgs.p_t_rotated.npy,0.0
tpmvzz.mp+gppqms.w_t_rotated.npy,0.0
ttzpmb.gq+psgvtp.s_zmm.npy,1.0
tttspb.pq+gwzttt.m_t_translated.npy,0.0
tzztgg.mg+ggmbtb.g_z_rotated.npy,1.0
tpbpps.zz+psgsmp.z_t_translated.npy,0.0
tgtzmz.bg+gptvmt.b_z_translated.npy,2.0
tbbqmg.vq+gppsgb.g_zmm.npy,5.0
tttbmm.bm+pqpzbm.m_z_translated.npy,1.0
tbgsgv.mb+gmmbmb.t_zmm.npy,5.0
tbtgmv.qs+pggvpb.p_z_rotated.npy,2.0
tpbqgt.sq+gbbzzv.p_z_translated.npy,1.0
tpbmpg.vz+pgpwbv.g_t_translated.npy,1.0
tzptgp.sq+gpbzbw.p_zmm.npy,5.0
tttttb.sz+gmtwgg.z_t_translated.npy,1.0
ttbvpb.zb+gmmqgb.g_zmm.npy,5.0
tptmps.sq+pwtggs.v_t_rotated.npy,1.0
tbpmzv.vw+pwttbb.q_t_translated.npy,0.0
tpzpzm.qv+pggvpg.p_z_translated.npy,2.0
tbtzbw.pz+gtmwtw.s_t_rotated.npy,1.0
tgmtgv.qw+psbsmb.p_z_translated.npy,2.0
tzmpbg.qg+pvgwgp.v_z_translated.npy,1.0
tzppgp.tw+ggzgpb.g_zmm.npy,5.0
tzmtmb.gt+gzpvtv.p_t_translated.npy,0.0
ttbqpm.qs+pspszs.z_t_rotated.npy,0.0
tmpqzw.zt+pszvgq.m_zmm.npy,5.0
tpgbgz.vp+gmmpmp.w_z_translated.npy,2.0
tzzsgg.mg+pvpzbp.b_t_translated.npy,2.0
tpmgzv.qw+pvbpgg.t_t_translated.npy,0.0
tzgggv.tp+gbpqzv.z_zmm.npy,5.0
tbzqmm.qz+gpzbbw.g_zmm.npy,5.0
tbgqtt.bv+pwzgbw.s_t_flipped.npy,1.0
tpbtpz.ms+pvmvps.p_zmm.npy,5.0
tbtgtb.ww+pspptp.g_zmm.npy,0.0
tbmwzv.vp+pqpqmg.s_t_rotated.npy,2.0
tttbmg.zg+gpgwmw.v_z_flipped.npy,2.0
tzttgv.gv+psmvbs.z_t_translated.npy,2.0
tttmtm.wq+gbbtmg.g_t_flipped.npy,2.0
tzmmmp.mg+gwmwpp.z_t_translated.npy,0.0
tzzgzg.mp+gwztzt.s_t_translated.npy,1.0
tzmttm.vq+gtpvtq.z_zmm.npy,0.0
ttzvgt.bm+gpzsmv.b_t_rotated.npy,1.0
ttmspg.bm+gtzzbs.q_z_flipped.npy,1.0
tpmwzb.qb+gpgtbt.p_zmm.npy,5.0
ttgmpb.wz+pvpzmv.s_zmm.npy,5.0
tptmbq.vp+pqbsgs.p_zmm.npy,5.0
tmpwtt.sq+gzzqbt.z_z_translated.npy,2.0
tptzbt.vb+pqbsbt.m_z_rotated.npy,1.0
ttmqbp.sp+gtmpzg.p_t_flipped.npy,2.0
ttgbzz.gv+gbttzs.z_t_rotated.npy,1.0
tbpbzg.wt+gbmzzw.p_zmm.npy,0.0
tpmbbt.tt+ggzztw.t_t_translated.npy,0.0
tbmtps.qb+gmbtbp.s_t_flipped.npy,2.0
ttzwmw.ws+gtmtgq.p_z_translated.npy,1.0
tbtzts.pg+pvpsgp.q_z_translated.npy,1.0
ttbbgq.mb+pqgbpt.v_zmm.npy,5.0
tzzmzp.vg+pwbwmm.p_zmm.npy,5.0
tbbgzp.mg+pvzqtm.g_t_rotated.npy,0.0
tpgttw.bb+gttbzp.z_t_flipped.npy,2.0
ttzbtm.bb+gtzbgw.g_z_translated.npy,1.0
tmgpmv.gt+pvmzgt.m_zmm.npy,5.0
tbmggw.gg+gzmwtg.b_t_flipped.npy,0.0
tbmqms.st+gzzpbs.g_zmm.npy,1.0
ttzqbt.vv+gtgtbs.z_t_flipped.npy,1.0
tmgmps.mz+gzbgzb.v_z_translated.npy,1.0
tttgzz.bm+pstgts.z_t_translated.npy,2.0
tzmvpg.tp+psbbpm.z_zmm.npy,4.0
tbgtbb.pq+gbbggq.w_z_translated.npy,1.0
tzbgpv.sg+gmgmbv.s_z_rotated.npy,1.0
ttzgzp.bg+gggstp.t_z_translated.npy,1.0
ttzwbm.pt+pqmtzz.m_z_translated.npy,2.0
tzmwzb.mm+gzpzbq.s_t_rotated.npy,1.0
tttgtt.ws+gmzwmz.b_zmm.npy,5.0
tbmwbp.sz+ggbwgs.s_zmm.npy,2.0
tzzgzv.pv+pvbptg.b_t_flipped.npy,0.0
tzgbgv.qq+gzbbzw.m_zmm.npy,1.0
ttmpgw.qv+gbgttv.t_t_flipped.npy,0.0
tbpbzg.wt+gbmzzw.p_t_translated.npy,0.0
ttgvzs.qs+pqpvgm.b_t_rotated.npy,1.0
tztbps.ss+gppmpp.p_z_rotated.npy,2.0
tzbvzz.zt+gbgwgp.t_t_rotated.npy,0.0
tgmbzb.gg+gzmwgg.p_t_rotated.npy,0.0
ttggzw.zp+ggbggv.q_z_flipped.npy,2.0
ttpmmb.wq+psbwgw.p_t_rotated.npy,0.0
ttmpmb.ps+gmtpbw.m_zmm.npy,5.0
tzgqbs.ww+gtzsbb.q_t_flipped.npy,0.0
tttbpg.pb+pqmvpv.m_t_translated.npy,2.0
tpggzq.zq+gpzbgb.g_t_translated.npy,2.0
ttmwbm.zt+gmbbgz.w_t_flipped.npy,0.0
tgmttw.mb+gbpgtt.v_t_flipped.npy,2.0
ttgvmb.pm+psmvmm.s_z_rotated.npy,1.0
tztsmw.qv+gtpszb.m_z_flipped.npy,2.0
ttpvpw.bz+pvmbbz.z_zmm.npy,5.0
tpbtts.zt+gmztbp.s_t_rotated.npy,0.0
tbzwmv.tp+pvtvmt.w_z_rotated.npy,1.0
tmgqgp.bv+ggbmpt.s_t_flipped.npy,0.0
ttmwtg.sg+ggzsms.b_zmm.npy,1.0
tpbzpm.gp+gmzqbw.z_t_translated.npy,1.0
tbgqpv.wz+pvtsmm.m_z_translated.npy,2.0
tpgzts.bz+gwbbtg.z_t_rotated.npy,2.0
tttbtg.qq+gmtppz.s_t_flipped.npy,0.0
tpbgmb.qp+ggttgm.q_z_translated.npy,1.0
tzbwpw.gw+gzbvgt.b_zmm.npy,0.0
ttpstq.vb+gzbsgb.p_zmm.npy,5.0
tttsgz.pm+gwbbzq.s_t_rotated.npy,0.0
tttptw.gz+gmgzps.q_z_translated.npy,2.0
tzzgzg.mp+gwztzt.s_z_rotated.npy,1.0
tgmgzg.zt+gtbszq.q_t_rotated.npy,0.0
tpbmpg.vz+pgpwbv.g_t_rotated.npy,1.0
tmgvzg.vw+pwmqzv.v_t_rotated.npy,1.0
tbbmtb.qz+pqmvzg.t_z_flipped.npy,1.0
tgmwzq.tt+pspszm.w_t_flipped.npy,1.0
tbtzgq.wp+pwtgbv.g_zmm.npy,1.0
ttpvmm.zv+ggtggs.p_zmm.npy,5.0
tpzmbz.vp+psmqbg.p_t_flipped.npy,1.0
tbzgpw.ts+gbztbs.w_t_translated.npy,1.0
tpzwmp.tq+gggsmt.m_zmm.npy,5.0
tpmwtz.zz+gbbvzw.v_zmm.npy,5.0
tzmmgm.tw+pqpsmq.z_zmm.npy,5.0
ttzbmw.zz+gzgsgm.z_zmm.npy,1.0
tzgvmq.tm+ggtpgz.b_zmm.npy,5.0
ttbtbb.vv+psmbpv.b_z_translated.npy,1.0
tpzpmv.mg+gwtqzs.w_zmm.npy,5.0
tpzsmb.mm+gggbzp.z_z_translated.npy,1.0
tbpgtg.vs+psmmzg.t_z_translated.npy,1.0
tzpzzz.gw+gbmbgz.b_t_rotated.npy,0.0
tbtmtt.qs+pspsmz.v_zmm.npy,5.0
tztwzq.pq+pqpspb.w_z_flipped.npy,1.0
tbzbbb.qz+pwzpbg.v_t_flipped.npy,0.0
tzzwzz.bq+ggbvtp.g_z_translated.npy,2.0
ttzwbm.pt+pqmtzz.m_zmm.npy,2.0
tppwts.gm+gpmbbs.q_t_rotated.npy,1.0
tzztzm.bp+gpmwmt.v_zmm.npy,5.0
tztwpp.mp+pqbvgm.b_zmm.npy,1.0
tttbpt.mp+gwzwgb.v_zmm.npy,5.0
tzpgmp.zv+pqmqpp.g_t_flipped.npy,0.0
tgtvtt.pm+gmtbtm.w_z_translated.npy,1.0
ttgwgz.tv+gbbppg.p_t_rotated.npy,0.0
tbbtbs.mv+gmmsgb.w_z_flipped.npy,2.0
ttgvgs.gq+gmtvzw.w_t_rotated.npy,0.0
tpppgb.gm+psbptp.z_t_flipped.npy,1.0
tbppbb.vb+gbppzv.p_t_rotated.npy,1.0
tbpvbp.zz+gttvpg.g_zmm.npy,3.0
tzzqzw.sg+gwmwzq.w_t_rotated.npy,0.0
tbgszg.wm+gbtspp.t_t_flipped.npy,0.0
tbttts.sq+gppgzm.s_t_flipped.npy,0.0
tzbbpg.bs+pvpvgw.g_zmm.npy,5.0
tpgppm.mg+gbmvzb.q_zmm.npy,0.0
tzpgms.ps+pvpbmg.m_t_flipped.npy,1.0
tpbstp.zb+gpmztp.t_zmm.npy,5.0
tzttmv.gw+ggpggt.p_t_translated.npy,0.0
ttbtms.ts+ggtvgm.v_z_rotated.npy,1.0
tmgwmv.sp+pqzpgs.s_t_flipped.npy,0.0
ttbgpz.zw+pqtspp.s_t_flipped.npy,0.0
tgmmtq.qm+gpgvzs.v_t_translated.npy,1.0
tbmmtw.mw+gbpmgw.w_zmm.npy,5.0
tpgtpz.sz+ggzwmg.q_t_translated.npy,1.0
tgmbtv.wg+ggztgs.p_t_rotated.npy,2.0
tttwzs.tp+gtbspp.w_t_translated.npy,0.0
tbbbgq.gq+gttptv.t_t_translated.npy,1.0
ttzbgb.sp+gbgmgs.b_t_flipped.npy,0.0
tppwzp.vs+pvpbgp.w_z_rotated.npy,1.0
tpgvzg.pz+pvpzbp.p_z_rotated.npy,1.0
tppmzv.vv+gwtbbw.s_zmm.npy,1.0
tppgmq.pz+ggtzmp.s_z_rotated.npy,1.0
tbbmbz.zs+psbmgp.z_z_flipped.npy,1.0
tzbtzz.vg+gtzwmv.m_zmm.npy,5.0
ttgmtt.zs+gbpbzm.q_z_translated.npy,2.0
ttbmtg.tt+pggqmt.q_z_flipped.npy,1.0
tbbqtv.qs+gzbmmz.g_t_translated.npy,0.0
tbbqmt.bg+pqmwpt.z_zmm.npy,0.0
tbzbbm.pm+gbpgtz.b_z_rotated.npy,2.0
tpbqpv.tp+gpgbbp.b_z_translated.npy,2.0
tbbbzp.zv+gbbbgp.v_t_translated.npy,1.0
ttpsbs.vb+gtptgq.w_t_flipped.npy,1.0
tbtsmp.tq+gpzmtp.p_t_rotated.npy,0.0
tzbbbq.sz+psbmgv.w_zmm.npy,5.0
tbmppg.qz+gtttms.p_z_rotated.npy,1.0
tzgtmq.st+gmzztg.g_zmm.npy,1.0
tbtvgv.wm+pvpqgq.z_zmm.npy,1.0
tztvzt.pq+ggmmzz.s_zmm.npy,1.0
ttttbm.qp+gbpgzb.z_t_translated.npy,1.0
tpbmpz.vt+pgbgzs.q_zmm.npy,1.0
tzgvpp.pm+gmzvzg.s_zmm.npy,0.0
tzbmgm.wt+pqzmbp.v_z_flipped.npy,1.0
tzbpzz.tb+pqgqbm.m_zmm.npy,0.0
tbpspg.tp+gmbzmt.p_zmm.npy,1.0
tbmbzt.ss+pvpzbs.m_t_rotated.npy,1.0
tzbmzq.ws+pstzzq.t_zmm.npy,5.0
tzmvmv.pv+pwzqpm.w_z_rotated.npy,1.0
tpgtmq.gm+gbbpmw.s_z_rotated.npy,2.0
tztgbs.gq+gztpzw.q_t_translated.npy,0.0
tppmtw.wq+gbzwtm.v_t_flipped.npy,2.0
tbbttq.mm+pqtvzw.q_t_rotated.npy,0.0
tpzgts.vz+pvbppp.w_t_translated.npy,0.0
tbbztq.qg+pqtvzg.m_z_flipped.npy,1.0
ttzqbt.vv+gtgtbs.z_z_translated.npy,1.0
tzzpgq.qg+pvmmbq.w_t_translated.npy,0.0
tppwtv.vb+pqpbpm.b_t_rotated.npy,1.0
tpggpv.wm+gmmwtw.b_z_flipped.npy,2.0
tzmstg.tw+gzbgzt.t_z_translated.npy,1.0
tbzvtp.zz+gbzvpm.q_zmm.npy,1.0
tzpstw.ws+gmmmzt.g_zmm.npy,5.0
tbpwtm.zv+gmbgbb.v_t_flipped.npy,1.0
tgmwtg.bs+gbttbp.g_t_rotated.npy,1.0
ttztms.qv+pvmzts.v_z_flipped.npy,1.0
tmgptv.vb+gtzpps.s_z_translated.npy,2.0
ttbmbm.gs+gmtwpv.z_zmm.npy,5.0
tbbgps.ps+psbmtv.t_zmm.npy,5.0
tbggbs.wq+gmtgtq.b_z_rotated.npy,1.0
tzzsmg.mv+gmmvzq.w_zmm.npy,5.0
ttttzg.tt+ggppzv.p_t_translated.npy,0.0
ttpwmg.sz+gbgzps.v_zmm.npy,5.0
tttvmm.zz+gtgbtb.g_t_flipped.npy,0.0
tbtzmw.tp+pvmbmw.z_zmm.npy,5.0
ttmqgs.gs+gtzzpq.w_zmm.npy,0.0
tzzbtt.tg+ggpqbb.s_zmm.npy,1.0
tbmwzt.wm+psmwmv.m_zmm.npy,5.0
tpzpbp.gm+pqmtgz.w_z_translated.npy,1.0
tpppzm.mw+pvggzb.m_zmm.npy,5.0
tgmwmp.tm+gptgtp.v_z_translated.npy,2.0
ttbgzt.qz+gzmwbv.g_zmm.npy,2.0
tgmqpw.mt+gpzmps.v_zmm.npy,5.0
tbgtbb.pq+gbbggq.w_z_flipped.npy,1.0
ttbqbz.zg+gbbwmz.q_t_translated.npy,0.0
tzbgts.qp+gzzbmb.v_t_rotated.npy,1.0
ttggpt.mg+pvtsgz.m_t_translated.npy,0.0
tmgwpm.gm+ggpbbm.z_zmm.npy,5.0
tpgvps.zb+gwtmzg.s_z_rotated.npy,2.0
tgmzbt.mz+gtmpzg.b_zmm.npy,5.0
tbmgzt.pb+pqgtpp.w_t_rotated.npy,2.0
tbmqmz.qw+pwzqzv.g_t_flipped.npy,0.0
ttzgtp.mz+gtgtzb.v_t_rotated.npy,0.0
tzgsgg.ww+gpttgg.t_zmm.npy,1.0
tpgtgs.qv+pqbstp.q_zmm.npy,5.0
tbbwpm.gt+gbggzg.p_t_flipped.npy,0.0
ttbzmt.vz+pszvzq.q_t_flipped.npy,1.0
ttgmmz.vv+gbzmtt.z_z_translated.npy,1.0
ttztgt.pv+gmzbmm.g_t_flipped.npy,1.0
tbpbtg.qz+ggbwzp.w_z_rotated.npy,1.0
tpmppg.bq+pwbwtt.t_t_rotated.npy,1.0
tttgmb.qp+pwpggm.p_zmm.npy,5.0
ttpsmt.ps+gpgtbv.s_t_rotated.npy,0.0
tbpqbp.wm+gbptts.m_t_rotated.npy,1.0
tpgbpm.vs+gptgpp.p_t_rotated.npy,0.0
tttgzz.st+pqgwbq.q_z_translated.npy,1.0
tgmzmq.pb+gztbgp.m_zmm.npy,1.0
tbzvmp.sm+gmpqts.s_z_flipped.npy,1.0
tztqgz.bw+pwgpzw.t_z_flipped.npy,1.0
tbmpbm.pv+gmpttm.q_zmm.npy,2.0
ttbtpb.zt+pwmtpp.q_t_flipped.npy,0.0
tbgbpm.pg+gwmwzb.w_z_flipped.npy,2.0
tbpstb.gm+gbbspw.p_t_rotated.npy,0.0
tbbmpm.sz+pvzvzq.s_z_translated.npy,1.0
tbzvbq.wv+pwbvgp.s_t_flipped.npy,1.0
tmgtmv.ww+pvbbgz.v_zmm.npy,0.0
ttzwgm.mq+gwmgmz.z_zmm.npy,5.0
tbgzmq.mg+pvpbmw.t_zmm.npy,2.0
tbmvzt.zp+psbwzw.p_t_rotated.npy,2.0
tbzszg.qp+gbbvpt.m_zmm.npy,5.0
tpbggz.ws+gzbpts.g_z_rotated.npy,2.0
ttgtzz.zz+gbzwpm.m_t_translated.npy,0.0
ttgbmg.sz+gtbpgg.s_zmm.npy,3.0
ttpgpz.gg+gwtbps.t_t_rotated.npy,2.0
tztgbz.vm+gtmwtz.m_t_flipped.npy,1.0
ttgzpg.mb+pstsbq.g_t_translated.npy,0.0
ttzqpt.pz+gtzptp.z_zmm.npy,2.0
tzzsgg.mg+pvpzbp.b_zmm.npy,2.0
tbpwtw.st+gtggps.p_z_rotated.npy,1.0
ttgmgt.wg+pwzvtv.q_t_translated.npy,1.0
tztztv.bs+gtmqpb.q_t_translated.npy,0.0
tbtwbb.wt+gmtptg.w_t_translated.npy,0.0
tttbmm.ms+gmmztq.m_z_rotated.npy,1.0
ttmvzt.bs+gpgsgz.s_zmm.npy,5.0
tbtvts.gz+ggmvbm.b_z_translated.npy,2.0
tbttpg.sp+gbbsmw.g_zmm.npy,5.0
tbmmgs.gs+gpzwgp.w_zmm.npy,1.0
tzmszz.tz+gttsgs.v_z_flipped.npy,2.0
tbttmz.vb+pwgmzs.s_t_translated.npy,1.0
tzgbmp.wg+pqgzps.s_z_rotated.npy,1.0
tpttbb.ps+pwbqgq.g_zmm.npy,5.0
ttgbbw.mp+gtgqbz.s_t_rotated.npy,1.0
tttqzp.qp+pwpszv.t_z_rotated.npy,1.0
tzmztt.bz+pqbtpp.v_zmm.npy,0.0
tzgvtt.zw+pqzbzt.m_zmm.npy,4.0
tpmstg.vw+pvmtzq.q_t_flipped.npy,0.0
tzbqmw.pt+pvgwpg.s_z_translated.npy,1.0
tzzbzg.vz+gzppmg.m_t_translated.npy,0.0
ttbspw.mw+gpgmmm.v_t_rotated.npy,0.0
ttmwpz.mq+pqpstv.g_zmm.npy,1.0
tbzzgv.wq+gmgqbs.w_zmm.npy,5.0
ttmptt.qm+gtmsgv.t_t_rotated.npy,2.0
tgtgbp.mt+gmpbgw.t_t_rotated.npy,2.0
tbtbgm.qv+gbtqgt.s_t_translated.npy,0.0
ttmpmt.wb+gtgwtq.b_t_rotated.npy,0.0
tttmmw.zw+pwmtzb.t_z_rotated.npy,2.0
tzpmzw.bp+gmgtmz.t_t_translated.npy,0.0
tbztgz.st+psttgv.m_zmm.npy,1.0
tppvbw.zt+psmgmz.w_z_flipped.npy,2.0
tbpstv.vg+pstqbq.z_t_flipped.npy,1.0
tbzzzb.sq+gttqtp.q_t_flipped.npy,0.0
tgtzbs.tw+gpbzzp.v_zmm.npy,5.0
tpbgmv.vq+ggmgmp.p_t_translated.npy,0.0
tzmbms.qs+gtpvms.w_t_translated.npy,1.0
tbmqmq.pm+gggsbp.g_t_rotated.npy,1.0
tbbpmg.mg+pqmpts.q_zmm.npy,5.0
tgtmmm.tg+gtpwms.s_z_flipped.npy,1.0
tpmtgg.gg+pwgmbz.b_zmm.npy,0.0
tbbszg.vz+gtzbgp.m_zmm.npy,0.0
ttzzmm.vp+pqpgzw.m_z_translated.npy,1.0
tpbtmg.pw+pvtbzz.t_t_flipped.npy,0.0
tzgspp.qs+gmtmtw.s_z_rotated.npy,1.0
tptqgv.ww+gbbwtp.q_zmm.npy,1.0
tgtgbp.mt+gmpbgw.t_z_translated.npy,2.0
tzmgtq.bq+pvgtts.m_t_rotated.npy,0.0
tgtpmt.pg+gmgpbm.b_t_flipped.npy,1.0
tzmmgb.vm+pwpszz.m_t_rotated.npy,0.0
tbzggv.zv+gmbvmq.s_z_flipped.npy,1.0
tbbbpp.pm+ggbgtt.z_t_flipped.npy,0.0
tzzbgz.vv+gmmmpt.z_z_flipped.npy,1.0
tbtbbb.pb+gtzbts.m_z_translated.npy,1.0
ttbvbm.zq+gmgpgw.v_t_flipped.npy,1.0
tbgqmm.zz+pwmtgp.p_t_translated.npy,2.0
tzbvms.vb+gbzggb.g_t_translated.npy,2.0
ttzvmt.qg+gttqps.q_t_rotated.npy,0.0
ttzpzv.pp+pvpvzg.g_t_translated.npy,0.0
tbgmts.mb+gbtpbm.w_t_rotated.npy,0.0
tbbwtq.pw+gbbqgm.g_z_translated.npy,1.0
ttgspv.ss+gmzbgw.v_t_translated.npy,0.0
ttpzpw.tg+pvzqzz.w_zmm.npy,5.0
tpzqpg.wb+gtmqpp.b_t_rotated.npy,2.0
tmgszt.sb+gbtptv.g_z_flipped.npy,1.0
tzzvbw.sb+gpbtpz.q_t_flipped.npy,1.0
tgmmmt.sv+gmzptt.t_t_rotated.npy,0.0
tpmwmq.mm+ggzzmz.w_zmm.npy,5.0
tzbpmq.zv+gzzzbb.g_z_flipped.npy,2.0
tbzqmz.gv+gbpzbm.m_t_rotated.npy,0.0
tpmmtp.ws+pszbgv.z_z_flipped.npy,1.0
ttgspv.ss+gmzbgw.v_t_flipped.npy,0.0
tpzqmm.pz+pvptmp.z_z_rotated.npy,2.0
ttzvtp.bt+gtmvmg.s_z_flipped.npy,2.0
tzppbp.tt+pvmzpb.q_t_flipped.npy,0.0
tzgttw.sm+gzbpbq.z_zmm.npy,5.0
tttvmb.qv+pvtzbv.z_z_rotated.npy,1.0
ttbmbm.wz+psgvmv.z_t_flipped.npy,0.0
tbmvmp.mp+ggmvbg.p_zmm.npy,5.0
ttgvzv.gs+gzbptz.b_t_rotated.npy,0.0
tbbbtz.sp+gzpzbz.t_zmm.npy,5.0
tzbvzv.vm+gtztts.z_zmm.npy,5.0
tbzwgw.bm+pqpsbs.v_zmm.npy,5.0
tzpgbm.pm+pvtszs.z_z_rotated.npy,1.0
tbmbps.sz+psppmm.v_z_rotated.npy,1.0
tzmgmv.tt+gttpmm.s_t_rotated.npy,0.0
tztwgq.zg+gtmbgb.s_zmm.npy,5.0
ttpmtv.bz+pspwpz.z_t_rotated.npy,0.0
ttbbgp.wv+pqmbgw.s_t_flipped.npy,1.0
tzmtmb.gt+gzpvtv.p_t_flipped.npy,0.0
ttbtbv.pm+gpgmpg.g_t_rotated.npy,1.0
ttbbgb.vp+pvmvpq.w_t_translated.npy,0.0
tbtgmv.pt+gwtwps.w_t_rotated.npy,1.0
ttpqbp.sm+gtpmts.m_t_flipped.npy,0.0
ttbqtt.bz+gzbmmb.q_zmm.npy,3.0
tpmvpg.qv+pqgspb.w_t_flipped.npy,0.0
ttmpgp.zp+gmzpmq.t_zmm.npy,5.0
tbgvbv.bq+pqmmtz.w_z_rotated.npy,1.0
tmgsgq.mz+pggzpv.m_t_flipped.npy,0.0
tzpvtv.vw+gmmsmp.s_t_translated.npy,1.0
ttzmzb.mz+gpmpzs.z_zmm.npy,5.0
tpgztb.gv+gbbwbb.s_t_translated.npy,0.0
tppwtv.vb+pqpbpm.b_zmm.npy,1.0
tztvpv.gs+pqbgzs.v_zmm.npy,5.0
ttgqbb.bw+pqpszw.s_t_translated.npy,1.0
ttpqbm.wg+ggzptm.w_zmm.npy,0.0
ttzmpm.mg+gmpqbw.s_zmm.npy,1.0
tbztgv.ts+gggmtt.s_zmm.npy,2.0
tpgpgq.tq+pvgsgg.t_zmm.npy,5.0
ttmgmt.sm+pszbmm.s_t_rotated.npy,0.0
tbmwmp.zt+ggbqzt.w_t_rotated.npy,1.0
ttpmpv.pm+pvtmms.p_zmm.npy,5.0
tbtmtw.vw+pwgwmb.v_t_rotated.npy,1.0
tpmbmm.bp+pggpgt.w_zmm.npy,5.0
ttbggv.zs+pwzsbv.w_zmm.npy,5.0
tgzttw.bv+gzpbbz.q_t_flipped.npy,0.0
tpmzzg.mg+pqbwtb.b_t_translated.npy,1.0
tptwtz.tp+pqbsgv.v_t_translated.npy,2.0
tppwpm.mv+gbggbb.m_zmm.npy,5.0
tbzwmv.tp+pvtvmt.w_zmm.npy,1.0
ttgppp.gm+gwmbmq.z_t_rotated.npy,2.0
tzpvbb.ss+gmtmmt.b_z_translated.npy,2.0
tttzpb.zb+gmmsbz.m_t_rotated.npy,0.0
tbbvbm.mt+ggmvts.g_t_translated.npy,1.0
tpbzpw.bv+pqzsbt.z_t_rotated.npy,1.0
tzbgtm.bv+gtbpgz.v_t_translated.npy,0.0
tptqbs.pm+pvbspq.z_zmm.npy,2.0
tbbvmb.sg+gzmpbt.w_zmm.npy,5.0
tttvbm.bg+gbmqzt.t_zmm.npy,0.0
ttmzzq.tv+gmtpgz.p_t_translated.npy,1.0
tmgvzg.vp+gzzwgb.w_t_translated.npy,0.0
tbtvbv.mv+gzpsmw.t_zmm.npy,1.0
ttmgtv.vm+gtmtmb.g_z_rotated.npy,2.0
ttbqpm.qs+pspszs.z_t_translated.npy,0.0
tzpmtg.pp+pvgptq.b_zmm.npy,0.0
tbmpts.bm+pvzwgt.g_zmm.npy,5.0
tbmqts.vv+pqzbbp.z_t_flipped.npy,0.0
tpgzgt.ss+gmzgtt.w_zmm.npy,1.0
tzgpbw.sp+gttsbs.p_t_flipped.npy,1.0
tbzbbq.vg+pvmwtz.p_zmm.npy,0.0
tzmzmw.zm+gtpzmg.s_z_flipped.npy,2.0
ttmszv.pm+pszvtq.p_z_rotated.npy,1.0
ttbmmg.vq+pvtmpq.z_zmm.npy,5.0
tpgvgt.vt+gpbwtt.g_zmm.npy,5.0
tbmbbw.qg+gbbvpz.t_zmm.npy,0.0
tbtsgg.wm+pqgbzs.v_t_rotated.npy,0.0
tpbsgp.tv+gztptp.t_zmm.npy,2.0
ttgvgs.gq+gmtvzw.w_t_translated.npy,0.0
ttmtgm.zw+ggpzmb.p_z_flipped.npy,1.0
tzpqpm.ms+gbgmmg.q_zmm.npy,5.0
tbpvpb.pw+gggszg.m_t_rotated.npy,0.0
tzppzb.wg+gbzvgv.w_t_flipped.npy,0.0
tppbmt.gb+gzmtbv.z_zmm.npy,3.0
ttpbtz.bw+gmgmtw.b_t_rotated.npy,1.0
tzggzp.qp+gppqpz.s_z_flipped.npy,2.0
tmppgm.vs+gtbppm.w_t_flipped.npy,0.0
tmpspb.bq+psppbw.w_t_flipped.npy,0.0
tpgqpb.mt+pqpstv.q_zmm.npy,1.0
tbpptg.qm+pvpwtt.p_z_flipped.npy,2.0
tppvmg.tm+pwbstz.v_t_flipped.npy,0.0
tgmvmm.qt+gbtzbp.t_zmm.npy,4.0
tbzqgv.vw+gmmvmm.t_zmm.npy,2.0
tpgwpb.qq+ggpqmv.b_t_translated.npy,0.0
tbbggq.wt+pqpqzz.z_t_rotated.npy,0.0
tpzbpt.qg+gzppgw.t_t_flipped.npy,0.0
tppbgs.zv+pvpgmv.m_t_rotated.npy,1.0
tbtwpt.tb+psbwgs.z_z_flipped.npy,1.0
